Name,Temp_1,Temp_2,Temp_3,Temp_4
Phragmites australis,30,35,7,40
Phragmites communis,17,28,5,38
Emblica officinalis,20,29,14,35
Phyllocladus aspleniifolius,17,24,5,30
Physalis philadelphica,15,25,8,31
Phytolacca acinosa,12,18,5,28
Picea abies,5,15,3,25
Picea morida,15,25,2,32
Pimenta racemosa,22,28,18,32
Pimpinella anisum,18,26,5,30
Pinus ayacahuite,17,24,9,28
Pinus ayachuite var. Br.,10,20,5,28
Pinus brutia,20,35,6,39
Pinus canariensis,19,29,9,33
Pinus caribaea ssp. bahamensis,26,32,16,37
Pinus caribaea ssp. caribaea,26,34,16,38
Pinus caribaea ssp. hondurensis,27,34,15,37
Pinus chiapensis,23,28,14,32
Pinus douglasiana,15,25,8,32
Pinus durangensis,12,18,5,28
Pinus excelsa,18,28,4,39
Pinus gerardiana,15,25,4,38
Pinus greggii,16,24,8,28
Pinus halepensis,18,34,6,38
Pinus hartwegii,10,18,5,25
Pinus kesiya,22,30,12,34
Pinus michoacana var. cornuta,17,28,10,36
Pinus montezumae,16,24,8,28
Pinus mugo,5,18,3,25
Pinus occidentalis,24,32,13,36
Pinus oocarpa var. ochoterenai,15,26,10,32
Pinus pinea,18,32,8,38
Pinus pseudostrobus var. oaxacana,15,24,10,32
Pinus roxburghii,20,30,8,35
Pinus rudis,10,18,5,28
Pinus strobus var. chiapensis,18,30,12,38
Pinus sylvestris,14,23,2,35
Pinus sylvestris var. mongolica,15,25,5,40
Pinus tabulaeformis,15,35,5,45
Pinus tenuifolia,17,28,10,36
Pinus teocote,14,26,8,34
Pistacia lentiscus,18,24,12,40
Pithecellobium dulce,20,30,12,40
Pittosporum resiniferum,18,28,0,0
Platanus orientalis,12,30,9,38
Plectranthus esculentus,15,28,10,36
Poa annua,12,22,2,33
Poa bulbosa,13,22,3,28
Poa compressa,20,32,5,38
Poa fendleriana,13,17,9,24
Poa pratensis,15,27,5,37
Poa sinaica,15,35,5,45
Poa trivialis,10,24,2,28
Podocarpus elatus,18,30,8,34
Poeciloneuron indicum,30,37,13,42
Polyalthia fragrans,30,35,13,42
Polymnia sonchifolia,12,22,5,30
Populus euphratica,20,40,10,52
Populus simonii,15,25,5,40
Portulaca quadrifida L.,22,32,16,36
Pouteria lucuma,21,27,11,36
Pouteria sapota,24,30,15,36
Prosopis africana,22,35,18,40
Prosopis chilensis,22,30,12,45
Prosopis cineraria,28,45,6,50
Prosopis juliflora,22,35,14,45
Prosopis pallida,22,28,19,32
Prosopis spicigera,25,35,5,50
Prosopis tamarugo,18,32,8,36
Prosopis velutina,23,28,19,34
Prunus avium,18,28,6,40
Prunus capuli,10,22,8,30
Prunus cerasus,15,25,4,30
Prunus mume,18,34,6,38
Prunus salicina,18,34,6,38
Psathyrostachys juncea,9,22,2,28
Psidium friedrichsthalianum,22,28,16,31
Psoralea patens,20,28,5,35
Pterocarpus angolensis,15,32,12,38
Pterocarpus dalbergioides,22,32,15,37
Pterocarpus erinaceus,22,32,15,36
Pterocarpus lucens,15,32,12,40
Pterocarpus macrocarpus,24,34,8,44
Pterocarpus marsupium,22,32,4,47
Pterocarpus santalinus,26,32,7,46
Puccinellia tenuiflora,16,26,6,35
Pyrus pyrifolia,17,25,7,40
Quercus agrifolia,10,30,5,35
Quercus alba,12,28,7,32
Quercus bicolor,15,28,10,40
Quercus dilatata,15,25,2,32
Quercus ilex,14,32,4,36
Quercus incana,15,25,2,38
Quercus lamellosa,15,25,4,32
Quercus lanuginosa,15,25,2,32
Quercus lineata,15,25,4,32
Quercus robur,10,18,5,41
Quercus semecarpifolia,12,22,2,30
Quercus suber,14,32,5,42
Quercus virginiana,18,32,7,38
Raphanus caudatus,12,26,10,37
Raphia hookeri,24,30,14,36
Rauvolfia serpentina,22,30,4,35
Rhamnus prinoides,14,22,8,32
Rhynchosia minima,22,34,15,42
Ribes hirtellum,10,22,5,25
Ribes nigrum,17,25,5,30
Ribes rubrum,10,22,5,25
Ribes sativum,13,23,5,27
Ribes uva-crispa,15,25,3,40
Ricinodendron heudelotii,20,30,14,34
Ricinodendron rautanenii,18,30,10,40
Robinia pseudoacacia,15,32,6,40
Roseodendron donnell-smithii,23,31,17,35
Rosmarinus officinalis,18,30,8,38
Rubus occidentalis,14,20,5,26
Rubus occidentalis x idaeus,15,20,5,28
Rumex crispus,14,18,8,28
Rumex obtusifolius,14,18,6,23
Ruta graveolens var. bracteosa,17,26,4,30
Saccharum barberi,20,32,12,38
Saccharum sinense,20,32,12,38
Sageraea elliptica,22,30,18,35
Sagittaria sagittifolia,16,24,12,28
Salacca wallichiana,22,32,18,38
Salacca zalacca,22,30,12,36
Salicornia bigelovii,10,25,5,30
Salix babylonica var. sacramenta,21,26,10,30
Salix flavida,15,25,5,40
Salvadora persica,15,30,12,42
Salvia sclarea,17,30,8,35
Sambucus canadensis,15,20,5,25
Sambucus cerulea,15,20,7,26
Sanguisorba minor,13,22,4,26
Sansevieria guineensis,20,30,15,36
Santalum acuminatum,18,25,5,40
Santalum album,22,30,10,38
Santalum spicatum,32,38,7,45
Sapindus emarginatus,32,40,10,47
Sapium sebiferum,20,28,10,32
Satureja hortensis,20,26,14,30
Satureja montana,13,30,6,40
Sauropus androgynus,26,35,5,38
Schinus molle,20,28,5,32
Schizolobium parahybum,20,26,9,30
Schizomeria ovata,16,28,5,34
Schleichera oleosa,30,42,10,47
Scirpus lacustris,14,22,8,30
Sclerocarya caffra,25,30,20,35
Secale montanum,13,19,2,26
Sehima nervosum,22,28,10,35
Serenoa repens,15,25,10,35
Sesbania bispinosa,18,30,10,34
Sesbania cannabia,18,26,12,32
Sesbania exaltata,18,28,10,32
Sesbania formosa,22,38,14,45
Sesbania macrantha var. levis,22,28,12,32
Sesbania macrantha var. macrantha,18,28,8,32
Sesbania pachycarpa,18,26,12,32
Sesbania sesban,18,28,10,45
Setaria italica,16,26,5,35
Setaria sphacelata cv. Kazungula,22,28,8,32
Setaria sphacelata cv. Nandi,20,25,6,30
Setaria sphacelata cv. Narok,20,25,4,30
Shorea assamica,22,28,10,32
Shorea robusta,28,34,7,47
Shorea talura,27,35,12,45
Shorea tumbuggaia,25,35,13,43
Silybum marianum,22,35,18,40
Simarouba glauca,22,29,18,34
Simmondsia chinensis,21,36,10,50
Sinapis alba,10,25,5,30
Sloanea woollsii,18,28,8,34
Solanum aethiopicum,20,30,10,40
Solanum ferox,24,30,10,35
Solanum hyporhodium,18,26,10,30
Solanum incanum,20,26,10,30
Solanum oleraceum,18,26,8,38
Solanum macrocarpon,20,26,10,32
Solanum x juzepczukii,6,14,3,18
Solenostemon rotundifolius,17,27,8,36
Sonneratia apetala,20,30,10,35
Sorbus domestica,12,25,8,32
Sorghum x drummondii,21,33,12,38
Soymida febrifuga,32,40,10,47
Spartium junceum,15,22,5,28
Sphenostylis stenocarpa,23,29,15,35
Spodiopogon sibiricus,8,25,3,40
Spondias purpurea,22,28,13,35
Sporobolus airoides,17,25,3,31
Stachys affinis,17,23,10,27
Stephegyne parvifolia,20,35,5,47
Sterculia campanulata,26,32,17,36
Sterculia urens,30,42,7,47
Sterculia villosa,30,42,7,47
Stereospermum suaveolens,24,32,5,47
Stevia rebaudiana,18,30,15,43
Stipa barbata,20,25,5,30
Stipa lagascae,20,25,5,30
Stipa parviflora,20,25,5,30
Stipa tenacissima,15,25,3,35
Stripa baicalensis,8,27,3,38
Stripa breviflora,18,30,5,36
Stripa capillata,18,26,5,40
Stripa glareosa,12,30,5,36
Stripa gobica,12,22,5,30
Stripa grandis,17,28,5,38
Stripa Krylovii,8,15,3,36
Strychnos cocculoides,16,28,12,40
Strychnos innocua,19,31,15,36
Strychnos spinosa,20,28,15,32
Stylosanthes capitata,22,30,15,35
Stylosanthes erecta,23,30,15,36
Stylosanthes fruticosa,25,30,5,35
Stylosanthes guianensis var. guianensis,18,28,15,34
Stylosanthes guianensis var. intermedia,15,28,5,43
Stylosanthes humilis,25,32,15,36
Stylosanthes macrocephala,22,30,15,35
Stylosanthes scabra,20,30,10,35
Syncarpia glomulifera,18,28,8,36
Syncarpia hillii,20,30,10,35
Syzygium cordatum,15,25,10,35
Syzygium guineense,15,30,10,38
Tamarix aphylla,27,40,8,50
Tamarix chinensis,20,38,5,50
Taraxacum officinale,14,22,5,26
Tarchonanthus camphoratus,17,33,8,38
Telfairia occidentalis,21,30,19,38
Telfairia pedata,23,28,14,38
Teramnus labialis,17,27,10,36
Terminalia arjuna,20,33,5,47
Terminalia arostrata,22,38,12,45
Terminalia chebula,22,35,5,47
Terminalia ivorensis,24,30,20,34
Terminalia myriocarpa,22,32,7,39
Terminalia paniculata,22,30,13,39
Terminalia sericocarpa,22,38,12,45
Terminalia tomentosa,22,35,5,48
Terminalia volucris,22,38,12,44
Tetragonia tetragonioides,19,28,10,36
Tetrapleura tetraptera,25,30,20,35
Thaumatococcus daniellii,21,30,15,35
Themeda quadrivalis,22,28,15,35
Theobroma bicolor,22,28,10,35
Theobroma grandiflorum,22,32,10,40
Thymus serpyllum,11,22,4,26
Thyrsostachys siamensis,20,29,15,34
Tilia cordata,12,22,5,28
Toona ciliata,18,34,8,48
Toona serrata,30,38,5,45
Trachyspermum ammi,16,24,10,30
Trewia nudiflora,25,37,12,42
Trifolium agrarium,14,18,4,29
Trifolium alexandrinum,16,27,3,35
Trifolium ambiguum,10,17,3,22
Trifolium arvense,9,16,4,20
Trifolium campestre,12,18,5,25
Trifolium cherlei,15,25,3,30
Trifolium dubium,12,18,5,25
Trifolium fragiferum,12,22,4,28
Trifolium hirtum,15,24,5,30
Trifolium hybridum,12,20,4,27
Trifolium incarnatum,13,22,4,28
Trifolium medium,8,16,4,20
Trifolium michelianum,20,25,10,30
Trifolium nigrescens,16,22,10,26
Trifolium pilulare,12,22,4,26
Trifolium resupinatum,13,22,3,26
Trifolium rueppellianum,12,26,5,30
Trifolium subterraneum,15,25,3,30
Trifolium tomentosum,12,22,4,26
Trifolium variegatum,14,19,6,25
Trifolium vesiculosum,15,21,8,26
Trigonella foenum-graecum,13,27,5,32
Triplochiton scleroxylon,24,30,18,36
Tripsacum andersonii,22,30,12,35
Tripsacum dactyloides,10,24,7,30
Tristania conferta,18,28,10,36
Triticum compactum,10,16,4,20
Triticum dicoccon,15,20,4,25
Triticum durum,17,25,6,30
Triticum spelta,10,17,4,24
Tylosema esculentum,22,30,16,50
Typha angustifolia,10,24,7,28
Typha domingensis,16,28,14,30
Typha latifolia,10,25,6,30
Uapaca kirkiana,18,24,12,32
Uncaria gambir,25,32,20,36
Urochloa mosambicensis,15,28,10,35
Urochloa oligotricha,25,32,15,36
Urochloa panicoides,25,40,15,45
Urtica dioica,12,22,8,28
Vaccinium angustifolium,13,20,4,30
Vaccinium corymbosum,18,30,7,42
Vaccinium macrocarpon,16,24,4,27
Vaccinium myrtillus,8,17,5,25
Vangueria infausta,17,28,12,36
Vangueria madagascariensis,17,29,12,34
Vateria indica,24,33,17,38
Ventilago viminalis,22,36,12,44
Vernonia amygdalina,20,26,16,35
Vicia benghalensis,18,24,8,30
Vicia monantha,10,18,4,26
Vicia narbonensis,10,24,4,32
Vicia pannonica,10,17,4,22
Vicia villosa ssp. dasycarpa,10,24,4,32
Vigna hosei,22,30,15,35
Vigna luteola,20,30,13,35
Vigna parkeri,12,27,8,35
Vigna subterranea,19,30,16,38
Vigna trilobata,22,31,18,35
Vigna unguiculata ssp. sesquipedalis,20,35,14,38
Vigna unguiculata ssp. unguiculata,20,35,10,40
Vigna vexillata,20,28,15,32
Vitellaria paradoxa,24,38,18,43
Vitex agnus-castus,12,22,8,35
Vitex doniana,14,28,10,36
Vitex keniensis,15,20,12,28
Vitex parviflora,22,28,12,34
Vitis labrusca,15,25,6,35
Vitis rotundifolia,18,32,10,40
Warburgia ugandensis,14,28,10,32
Withania somnifera,18,32,12,40
Wrightia tomentosa,22,32,5,45
Xanthosoma brasiliense,22,30,10,36
Xylia dolabriformis,24,36,8,45
Xylia xylocarpa,16,35,8,45
Xylocarpus granatum,22,30,10,40
Xylocarpus mekongensis,18,35,7,39
Xylocarpus moluccensis,20,35,7,40
Yucca elephantipes,18,32,6,38
Zea mays ssp. saccharata,16,24,12,38
Euchlaena mexicana,17,28,3,32
Zizania latifolia,22,32,14,35
Ziziphus mucronata,12,30,8,36
Zostera marina,15,25,10,32
Zoysia matrella,18,26,12,30
Asimina triloba,12,22,8,32
Abutilon theophrasti,14,25,10,30
Raphanus sativus var. radicula,12,25,3,30
Vigna oblongifolia,17,23,13,30
Vigna parkeri sp. maranguensis,17,21,12,28
Prunus africana,14,18,12,26
Setaria incrassata,16,30,12,36
Tipuana tipu,14,28,8,38
Chamaecytisus palmensis,16,24,12,30
Leucaena collinsii,22,30,16,36
Leucaena collinsii sp. collinsii,22,30,16,36
Leucaena pallida,16,24,12,30
Leucaena trichandra,17,22,12,28
Leucaena collinsii sp. zacapana,22,30,16,36
Leucaena salvadorensis,25,30,20,35
Acacia brevispica,20,30,14,35
Prosopis glandulosa,18,28,14,40
Acacia abyssinica,20,30,10,40
Acacia caffra,15,35,10,40
Acacia dudgeoni,22,32,14,40
Acacia haematoxylon,18,35,10,45
Agrostis stolonifera,9,22,4,45
Albizia amara,15,40,10,50
Alisma plantago-aquatica,8,18,6,24
Alysicarpus monilifer,17,28,12,34
Andrographis paniculata,20,30,14,38
Angelica atropurpurea,10,18,6,26
Apocynum cannabinum,12,22,6,30
Aponogeton distachyos,12,18,10,24
Asclepias incarnata,15,25,10,35
Asclepias speciosa,12,24,8,30
Bothriochloa ischaemum,15,25,6,30
Caragana arborescens,14,28,10,36
Desmodium dichotomum,24,34,20,38
Erythroxylum coca,17,23,14,27
Eucalyptus globulus,18,23,6,30
Eugenia jambos,18,38,5,40
Festuca ovina,10,22,2,26
Hylocereus undatus,18,28,12,34
Mentha rotundifolia,10,25,4,30
Ornithopus compressus,15,20,11,24
Panicum trichocladum,16,28,10,36
Paspalum atratum,22,27,16,33
Peltophorum africanum,20,32,16,38
Petasites hybridus,12,17,5,24
Pontederia cordata,14,24,10,30
Populus deltoides,14,30,8,34
Prunus domestica,18,33,6,36
Quercus chrysolepis,20,25,10,32
Quercus dumosa,14,28,8,34
Samolus valerandi,16,24,12,32
Sparganium erectum,12,24,8,28
Taxodium distichum,20,30,8,34
Trapa natans,15,25,10,35
Valeriana officinalis,15,24,5,32
Vicia ervilia,12,22,5,28
Ziziphus mauritiana,25,42,7,50
Persea americana ssp. mexican,14,22,10,28
Persea americana ssp. guatemalan,15,24,12,30
Persea americana ssp. west indian,15,26,12,34
Glycine wightii,20,30,13,32
Eucalyptus camaldulensis; northern provenance,25,35,10,50
Pinus merkusii; island provenances,23,30,19,34
Ipomoea aquatica var. reptans,15,35,10,40
Vigna unguiculata ssp. biflora,20,35,10,34
Casuarina cristata ssp. pauper,27,37,10,42
Elaeocarpus grandis,18,28,8,38
Argyrodendron actinophyllum ssp. diversifoliu,20,30,10,36
Pinus michoacana var. turmida,18,28,8,36
Gelidiella acerosa,20,28,12,36
Eusideroxylon zwageri,20,30,10,38
Mimosa scabrella,16,27,10,34
Chenopodium album,12,18,3,31
Acacia decurrens,12,25,6,30
Ludwigia adscendens,15,25,8,30
Marsilea quadrifolia,20,28,14,32
Ruta graveolens,17,26,4,30
Zornia latifolia,18,28,13,34
Phytolacca dioica,18,32,12,38
Brachylaena huillensis,15,25,10,35
Podocarpus falcatus,13,20,8,35
Acanthosicyos horridus,15,30,10,40
Borassus aethiopum,20,35,15,45
Rhigozum trichotomum,15,35,10,45
Chlorophytum comosum,12,24,8,30
Ficus thonningii,22,28,16,36
Girardinia diversifolia,12,18,8,28
Faurea saligna,20,28,16,35
Protea caffra ssp. caffra,15,25,10,30
Albizia harveyi,18,28,15,30
Burkea africana,14,36,8,44
Baikiaea plurijuga,25,38,20,43
Bolusanthus speciosus,17,27,14,34
Sesbania rostrata,15,30,10,35
Dalbergia melanoxylon,20,35,16,40
Erythrina caffra,16,28,12,35
Macrotyloma daltonii,22,28,16,34
Calodendrum capense,20,30,15,45
Ekebergia capensis,18,26,12,38
Securidaca longependunculata,20,30,16,36
Sapium ellipticum,20,27,16,33
Sclerocarya birrea ssp. caffra,20,40,14,45
Warburgia salutaris,15,25,10,35
Terminalia prunioides,20,35,15,40
Beta vulgaris var. saccharifera,15,25,7,30
Sorghum bicolor,22,35,8,40
Stipagrostis amabilis,20,40,10,45
Fagus sylvatica,10,20,6,35
Axonopus fissifolius,17,32,13,36
Chamaecrista nictitans,20,25,15,30
Paraserianthes falcataria,20,30,15,35
Orbignya phalerata,20,30,15,40
Acacia cana,14,30,10,35
Acacia doratoxylon,22,23,16,38
Alnus maritima,8,20,13,26
Euonymus japonicus,12,20,4,28
Indigofera schimperi,17,26,12,32
Melilotus albus,12,28,8,32
Phaseolus bracteatus,15,25,10,35
Teramnus uncinatus,24,30,18,36
Raphanus sativus var. oleiferus,12,25,5,30
Pausinystalia yohimbe,22,28,18,35
